Time (s),Ay (m/s²),Fᵧ (N)
15.654999732971191,-6.769392490386963,-2.7056655883789062
15.65999984741211,-6.6412529945373535,-2.6819443702697754
15.664999961853027,-6.531484603881836,-2.660285711288452
15.670000076293945,-6.442522048950195,-2.643096685409546
15.675000190734863,-6.331476211547852,-2.6241886615753174
15.680000305175781,-6.246850490570068,-2.6073431968688965
15.6850004196167,-6.23187255859375,-2.6035614013671875
15.6899995803833,-6.266109943389893,-2.609405994415283
15.694999694824219,-6.346019268035889,-2.6245322227478027
15.699999809265137,-6.436088562011719,-2.642408847808838
15.704999923706055,-6.516861438751221,-2.658566951751709
15.710000038146973,-6.619450092315674,-2.67472505569458
15.71500015258789,-6.74863862991333,-2.695352077484131
15.720000267028809,-6.889575004577637,-2.720104217529297
15.725000381469727,-7.033468723297119,-2.74176287651062
15.729999542236328,-7.178158283233643,-2.764796018600464
15.734999656677246,-7.32596492767334,-2.7892050743103027
15.739999771118164,-7.475234031677246,-2.813957452774048
15.744999885559082,-7.631316661834717,-2.84008526802063
15.75,-7.78728723526001,-2.8651814460754395
15.755000114440918,-7.935873508453369,-2.89027738571167
15.760000228881836,-8.088971138000488,-2.917092800140381
15.765000343322754,-8.251773834228516,-2.946314573287964
15.770000457763672,-8.410562515258789,-2.9762237071990967
15.774999618530273,-8.560542106628418,-3.004070281982422
15.779999732971191,-8.721633911132812,-3.030197858810425
15.78499984741211,-8.885464668273926,-3.049449920654297
15.789999961853027,-9.052265167236328,-3.0683577060699463
15.795000076293945,-9.240434646606445,-3.0920791625976562
15.800000190734863,-9.42209243774414,-3.1216447353363037
15.805000305175781,-9.573284149169922,-3.1515536308288574
15.8100004196167,-9.728569030761719,-3.1824941635131836
15.8149995803833,-9.899209022521973,-3.215153932571411
15.819999694824219,-10.08128833770752,-3.2464380264282227
15.824999809265137,-10.257412910461426,-3.2756597995758057
15.829999923706055,-10.423493385314941,-3.3055691719055176
15.835000038146973,-10.603860855102539,-3.3347909450531006
15.84000015258789,-10.786322593688965,-3.361262083053589
15.845000267028809,-10.939440727233887,-3.386014938354492
15.850000381469727,-11.088926315307617,-3.411454677581787
15.854999542236328,-11.235766410827637,-3.4396450519561768
15.859999656677246,-11.3621187210083,-3.4671480655670166
15.864999771118164,-11.484777450561523,-3.4901816844940186
15.869999885559082,-11.616681098937988,-3.510464668273926
15.875,-11.736104011535645,-3.52834153175354
15.880000114440918,-11.830161094665527,-3.547593355178833
15.885000228881836,-11.909379959106445,-3.5647823810577393
15.890000343322754,-11.984150886535645,-3.5795655250549316
15.895000457763672,-12.045537948608398,-3.593660593032837
15.899999618530273,-12.099698066711426,-3.6087868213653564
15.904999732971191,-12.175553321838379,-3.624601125717163
15.90999984741211,-12.263067245483398,-3.6366336345672607
15.914999961853027,-12.352373123168945,-3.648322105407715
15.920000076293945,-12.439271926879883,-3.6610422134399414
15.925000190734863,-12.49815845489502,-3.669980764389038
15.930000305175781,-12.532099723815918,-3.6758251190185547
15.9350004196167,-12.567688941955566,-3.680637836456299
15.9399995803833,-12.603591918945312,-3.6851069927215576
15.944999694824219,-12.630833625793457,-3.68992018699646
15.949999809265137,-12.635231018066406,-3.6926703453063965
15.954999923706055,-12.631482124328613,-3.6919827461242676
15.960000038146973,-12.6128568649292,-3.688201427459717
15.96500015258789,-12.587526321411133,-3.6840758323669434
15.970000267028809,-12.57784366607666,-3.680638074874878
15.975000381469727,-12.525116920471191,-3.67238712310791
15.979999542236328,-12.440881729125977,-3.6596672534942627
15.984999656677246,-12.349834442138672,-3.645228385925293
15.989999771118164,-12.252521514892578,-3.631476879119873
15.994999885559082,-12.159589767456055,-3.6142873764038086
16,-12.089218139648438,-3.5970988273620605
16.0049991607666,-12.01273250579834,-3.584378242492676
16.010000228881836,-11.932977676391602,-3.57165789604187
