Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
10.170000076293945,0.04080663248896599,-9.951407432556152,-3.1074912548065186,-2.5650577545166016,0.010444443672895432,-0.06666667014360428,-0.8484848141670227
10.180000305175781,0.06836915016174316,-9.916245460510254,-3.0856616497039795,-2.5574941635131836,0.009666666388511658,-0.07777778059244156,-0.7979798316955566
10.1899995803833,0.07954319566488266,-9.874929428100586,-3.0649006366729736,-2.549243211746216,0.008777778595685959,-0.08888889849185944,-0.6767677068710327
10.199999809265137,0.08072756230831146,-9.826879501342773,-3.0708322525024414,-2.540992498397827,0.00788888894021511,-0.08888889849185944,-0.5454546213150024
10.210000038146973,0.07960046827793121,-9.777782440185547,-3.0492756366729736,-2.5327420234680176,0.007000000216066837,-0.08888889849185944,-0.41414138674736023
10.220000267028809,0.06574773043394089,-9.717843055725098,-3.0353262424468994,-2.525178909301758,0.005999999586492777,-0.10000000894069672,-0.2929292917251587
10.229999542236328,0.04059309884905815,-9.668854713439941,-3.0374300479888916,-2.515552520751953,0.004999999888241291,-0.10000000894069672,-0.19191919267177582
10.239999771118164,0.016405828297138214,-9.62585163116455,-3.038215160369873,-2.5066139698028564,0.003999999724328518,-0.10000000894069672,-0.12121212482452393
10.25,0.0040741185657680035,-9.574527740478516,-3.039287805557251,-2.496300458908081,0.003000000026077032,-0.10000000894069672,-0.09090909361839294
10.260000228881836,0.0456421934068203,-9.506376266479492,-3.057460308074951,-2.4866747856140137,0.0020000000949949026,-0.10000000894069672,-0.050505053251981735
10.270000457763672,0.07240653783082962,-9.442849159240723,-3.088167428970337,-2.4749860763549805,0.0009999999310821295,-0.10000000894069672,-8.792064298823732e-13
10.279999732971191,0.09358923137187958,-9.378077507019043,-3.102215528488159,-2.464672327041626,1.7408383762296253e-14,-0.10000000894069672,-1.6148698047183108e-13
10.289999961853027,0.11535527557134628,-9.305935859680176,-3.1024608612060547,-2.452983856201172,-0.0010000000474974513,-0.10000000894069672,-1.4354397661828222e-13
10.300000190734863,0.08430472761392593,-9.24720287322998,-3.093165397644043,-2.4426705837249756,-0.001999999862164259,-0.10000000894069672,-1.2560098631726052e-13
10.3100004196167,0.06632720679044724,-9.185201644897461,-3.061042308807373,-2.432356834411621,-0.0029999997932463884,-0.10000000894069672,0.050505053251981735
10.319999694824219,0.05352452024817467,-9.12590217590332,-3.0288684368133545,-2.4220430850982666,-0.004000000189989805,-0.10000000894069672,0.09090909361839294
10.329999923706055,0.061777513474226,-9.051946640014648,-3.0393199920654297,-2.413104772567749,-0.005000000353902578,-0.10000000894069672,0.12121212482452393
10.34000015258789,0.08301230520009995,-8.993132591247559,-3.0464701652526855,-2.4027912616729736,-0.005999999586492777,-0.10000000894069672,0.19191919267177582
10.350000381469727,0.09835891425609589,-8.92413330078125,-3.0356597900390625,-2.3924779891967773,-0.007000000216066837,-0.10000000894069672,0.2929292917251587
10.359999656677246,0.0967165008187294,-8.868620872497559,-3.045649766921997,-2.3828516006469727,-0.00788888894021511,-0.08888889849185944,0.3636363744735718
10.369999885559082,0.09216336160898209,-8.819562911987305,-3.0551304817199707,-2.373913288116455,-0.008777778595685959,-0.08888889849185944,0.4545454978942871
