Time (s),Ay (m/s²),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
2.319999933242798,-0.6622611284255981,-0.9262937903404236,-0.3307892680168152,-0.36257901787757874,6.267726898193359
2.3299999237060547,-0.3357480466365814,-0.8538239002227783,-0.33377647399902344,-0.2986238896846771,6.560272693634033
2.3399999141693115,-0.30109038949012756,-0.8140679001808167,-0.3361336886882782,-0.23560653626918793,6.819347858428955
2.3499999046325684,-0.5567959547042847,-0.8425680994987488,-0.3377489149570465,-0.16138634085655212,6.991714000701904
2.359999895095825,-0.8255304098129272,-0.9000199437141418,-0.3386540710926056,-0.09039755910634995,7.078059673309326
2.369999885559082,-1.23170006275177,-0.9638462662696838,-0.3388166129589081,-0.01611620932817459,7.086311340332031
2.380000114440918,-1.6649692058563232,-1.047851324081421,-0.33819708228111267,0.0620897077023983,7.085846424102783
2.390000104904175,-2.042166233062744,-1.1159915924072266,-0.33686843514442444,0.13298673927783966,7.009415626525879
2.4000000953674316,-2.4203317165374756,-1.186106562614441,-0.33486947417259216,0.20002038776874542,6.840366363525391
2.4100000858306885,-2.8394646644592285,-1.2451125383377075,-0.33220016956329346,0.26705402135849,6.61326789855957
2.4200000762939453,-3.2285635471343994,-1.297932744026184,-0.3288605213165283,0.33408766984939575,6.281135559082031
2.430000066757202,-3.5669705867767334,-1.3454724550247192,-0.32485055923461914,0.4011213183403015,5.911080837249756
2.440000057220459,-3.879822254180908,-1.3978322744369507,-0.320244699716568,0.4606931805610657,5.605655670166016
2.450000047683716,-4.1508612632751465,-1.4564563035964966,-0.3150801956653595,0.5165545344352722,5.2623724937438965
2.4600000381469727,-4.550151824951172,-1.5199811458587646,-0.30943214893341064,0.5648930072784424,4.844396591186523
2.4700000286102295,-4.917322158813477,-1.5874851942062378,-0.3034124970436096,0.6020285487174988,4.392688751220703
2.4800000190734863,-5.357743740081787,-1.6591839790344238,-0.296982079744339,0.6431294679641724,3.9482107162475586
2.490000009536743,-5.8123779296875,-1.73506760597229,-0.2900288701057434,0.6954332590103149,3.5519232749938965
2.5,-6.0957536697387695,-1.810888648033142,-0.2827457785606384,0.7283588647842407,3.1332781314849854
2.509999990463257,-6.275240421295166,-1.8883483409881592,-0.2752392292022705,0.7507033348083496,2.7233307361602783
